Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,BatteryLevel,N Pkt,Yaw [degree] (V),Pitch [degree] (AP),Roll [degree] (ML),Force [N],Timestamp,ID Crutch,
,-0.154174805,0.073120117,-0.981933594,-0.001708984,0.061035156,2.197265625,100,1123,292,41.508373,155.92369,65,11230,257
,-0.144897461,0.081787109,-0.980224609,-0.002075195,0.061035156,1.647949219,100,1124,292,41.4059,155.98172,65,11240,257
,-0.143066406,0.088989258,-0.979003906,-0.002319336,0.305175781,0.122070313,100,1125,292,41.304176,156.04628,64,11250,257
,-0.138793945,0.092651367,-0.982543945,-0.002563477,0.427246094,-1.220703125,100,1126,292,41.208714,156.12329,65,11260,257
,-0.131225586,0.088867188,-0.98059082,-0.002929688,0.48828125,-2.746582031,100,1127,292,41.1187,156.21082,65,11270,257
,-0.122680664,0.07434082,-0.978393555,-0.003417969,0.671386719,-3.479003906,100,1128,292,41.030663,156.30426,66,11280,257
,-0.129638672,0.04296875,-0.987548828,-0.003417969,0.671386719,-3.295898438,100,1129,292,40.94403,156.40073,66,11290,257
,-0.127807617,0.035522461,-0.990356445,-0.003417969,0.427246094,-2.258300781,100,1130,293,40.856632,156.49033,66,11300,257
,-0.123779297,0.040771484,-0.985595703,-0.003295898,0.122070313,-0.732421875,100,1131,293,40.765278,156.56615,65,11310,257
,-0.125488281,0.052978516,-0.987548828,-0.003295898,0.122070313,0.427246094,100,1132,293,40.66828,156.63045,66,11320,257
,-0.123657227,0.060302734,-0.984375,-0.003295898,0,0.610351563,100,1133,293,40.570904,156.69118,66,11330,257
,-0.121948242,0.057128906,-0.982299805,-0.003540039,0.122070313,0.48828125,100,1134,293,40.47355,156.75334,66,11340,257
,-0.133300781,0.054931641,-0.986694336,-0.00390625,-0.122070313,0.9765625,100,1135,293,40.375145,156.81046,66,11350,257
,-0.135009766,0.060913086,-0.985961914,-0.003662109,-0.305175781,1.46484375,100,1136,293,40.27774,156.862,66,11360,257
,-0.121948242,0.069213867,-0.986938477,-0.00378418,-0.671386719,2.014160156,100,1137,293,40.180126,156.90477,66,11370,257
,-0.106933594,0.098632813,-0.98828125,-0.003417969,-0.854492188,2.380371094,100,1138,293,40.08051,156.9413,66,11380,257
,-0.078369141,0.12121582,-0.98046875,-0.003295898,-1.037597656,2.136230469,100,1139,293,39.980694,156.9734,66,11390,257
,-0.072143555,0.136352539,-0.978027344,-0.003051758,-0.915527344,0.9765625,100,1140,293,39.88186,157.00983,65,11400,257
,-0.08190918,0.149536133,-0.982177734,-0.003295898,-0.915527344,-0.854492188,100,1141,293,39.789604,157.05698,65,11410,257
,-0.097045898,0.157592773,-0.981079102,-0.003295898,-0.915527344,-3.479003906,100,1142,293,39.707527,157.12329,66,11420,257
,-0.108032227,0.151367188,-0.977905273,-0.004272461,-0.732421875,-8.7890625,100,1143,293,39.63968,157.21484,66,11430,257
,-0.118652344,0.118652344,-0.975097656,-0.005004883,-0.427246094,-11.65771484,100,1144,293,39.585243,157.33757,65,11440,257
,-0.129882813,0.061401367,-0.980834961,-0.005249023,-0.244140625,-12.57324219,100,1145,294,39.540756,157.48685,65,11450,257
,-0.138549805,0.048461914,-0.983764648,-0.005126953,-0.122070313,-14.09912109,100,1146,294,39.50211,157.65144,65,11460,257
,-0.144287109,0.020141602,-0.99230957,-0.005737305,-0.183105469,-14.22119141,100,1147,294,39.466843,157.81891,65,11470,257
,-0.166381836,-0.012084961,-0.985961914,-0.006469727,-0.671386719,-11.35253906,100,1148,294,39.428055,157.96442,65,11480,257
,-0.165161133,-0.028442383,-0.983886719,-0.006469727,-0.671386719,-7.873535156,100,1149,294,39.37867,158.0877,66,11490,257
,-0.183105469,-0.034667969,-0.985839844,-0.006591797,-0.671386719,-5.004882813,100,1150,294,39.320267,158.19077,65,11500,257
,-0.193969727,-0.031860352,-0.988647461,-0.007202148,-0.854492188,-2.685546875,100,1151,295,39.255253,158.27269,65,11510,257
,-0.195068359,-0.031494141,-0.985839844,-0.008178711,-0.915527344,0.122070313,100,1152,295,39.18405,158.33742,66,11520,257
,-0.193969727,-0.041625977,-0.987426758,-0.008789063,-0.915527344,2.380371094,100,1153,295,39.106342,158.38463,67,11530,257
,-0.190429688,-0.048583984,-0.99230957,-0.008789063,-1.281738281,5.432128906,100,1154,295,39.01669,158.39728,67,11540,257
,-0.17590332,-0.031738281,-0.990112305,-0.008911133,-1.403808594,9.094238281,100,1155,295,38.91195,158.37828,67,11550,257
,-0.16394043,0.007446289,-0.983032227,-0.008666992,-1.46484375,12.20703125,100,1156,294,38.791676,158.3297,68,11560,257
,-0.174438477,0.079223633,-0.982055664,-0.008300781,-1.708984375,14.70947266,100,1157,294,38.656784,158.24841,68,11570,257
,-0.176879883,0.114746094,-0.973022461,-0.008178711,-2.136230469,17.27294922,100,1158,294,38.514553,158.1436,69,11580,257
,-0.17175293,0.168823242,-0.962524414,-0.007568359,-1.770019531,17.63916016,100,1159,294,38.362423,158.02814,69,11590,257
,-0.174926758,0.223876953,-0.959594727,-0.007080078,-1.098632813,14.09912109,100,1160,294,38.213116,157.93045,69,11600,257
,-0.185180664,0.245117188,-0.95690918,-0.007446289,-0.244140625,7.080078125,100,1161,294,38.0755,157.8631,69,11610,257
,-0.177001953,0.2421875,-0.951171875,-0.007202148,0.671386719,2.868652344,100,1162,294,37.94697,157.83122,68,11620,257
,-0.170410156,0.221313477,-0.956054688,-0.006713867,1.281738281,-0.122070313,100,1163,294,37.829296,157.84775,68,11630,257
,-0.173706055,0.212768555,-0.963378906,-0.005981445,1.342773438,-1.586914063,100,1164,294,37.71744,157.8814,69,11640,257
,-0.132202148,0.203369141,-0.966430664,-0.005126953,1.403808594,-2.44140625,100,1165,294,37.608356,157.92674,68,11650,257
,-0.137695313,0.194946289,-0.964355469,-0.004516602,1.708984375,-3.112792969,100,1166,294,37.498608,157.98077,67,11660,257
,-0.134277344,0.182983398,-0.969726563,-0.00378418,1.831054688,-3.479003906,100,1167,294,37.389923,158.0448,67,11670,257
,-0.134887695,0.173950195,-0.973876953,-0.003051758,1.831054688,-3.601074219,100,1168,294,37.282368,158.11536,67,11680,257
,-0.134765625,0.171264648,-0.974975586,-0.002441406,1.708984375,-4.150390625,100,1169,294,37.178104,158.19283,67,11690,257
,-0.138916016,0.169311523,-0.97644043,-0.001831055,1.770019531,-5.737304688,100,1170,294,37.0761,158.2801,67,11700,257
,-0.136352539,0.156005859,-0.974975586,-0.001464844,1.892089844,-6.958007813,100,1171,294,36.98064,158.38135,66,11710,257
,-0.13269043,0.132202148,-0.973632813,-0.001220703,2.197265625,-7.568359375,100,1172,295,36.887066,158.49779,66,11720,257
,-0.142578125,0.108398438,-0.979980469,-9.77E-04,2.136230469,-7.141113281,100,1173,295,36.794914,158.61792,67,11730,257
,-0.149169922,0.088500977,-0.982788086,-6.10E-04,1.831054688,-5.981445313,100,1174,295,36.703373,158.73532,67,11740,257
,-0.14440918,0.080932617,-0.977905273,-6.10E-04,1.770019531,-5.004882813,100,1175,295,36.609093,158.8464,67,11750,257
,-0.143920898,0.081420898,-0.983154297,-6.10E-04,1.770019531,-4.333496094,100,1176,295,36.512066,158.95232,67,11760,257
,-0.135498047,0.076660156,-0.982666016,-4.88E-04,1.708984375,-3.723144531,100,1177,295,36.4132,159.0543,67,11770,257
,-0.124145508,0.06628418,-0.984375,-6.10E-04,1.586914063,-2.807617188,100,1178,295,36.31236,159.14984,67,11780,257
,-0.118041992,0.052734375,-0.983886719,-4.88E-04,1.342773438,-0.244140625,100,1179,295,36.208622,159.23691,67,11790,257
,-0.116821289,0.044311523,-0.985717773,-3.66E-04,1.098632813,2.075195313,100,1180,295,36.098682,159.31009,67,11800,257
,-0.121337891,0.057861328,-0.991088867,-3.66E-04,0.854492188,3.295898438,100,1181,295,35.98351,159.36398,65,11810,257
,-0.12512207,0.076416016,-0.990478516,-4.88E-04,0.732421875,2.9296875,100,1182,295,35.869244,159.41595,66,11820,257
,-0.12890625,0.090332031,-0.983398438,-8.54E-04,0.854492188,2.075195313,100,1183,295,35.755783,159.46954,65,11830,257
,-0.138671875,0.096313477,-0.979980469,-0.001220703,0.9765625,1.220703125,100,1184,295,35.644085,159.52672,65,11840,257
,-0.146728516,0.095336914,-0.979614258,-0.001831055,0.9765625,0.48828125,100,1185,295,35.535595,159.58661,65,11850,257
,-0.151245117,0.095825195,-0.979614258,-0.001831055,1.098632813,0,100,1186,295,35.42788,159.6502,65,11860,257
,-0.150634766,0.099487305,-0.976318359,-0.001953125,1.159667969,-0.305175781,100,1187,296,35.320232,159.71432,65,11870,257
,-0.14855957,0.098999023,-0.979492188,-0.002319336,1.159667969,-0.549316406,100,1188,296,35.21332,159.77802,65,11880,257
,-0.148193359,0.091186523,-0.978881836,-0.002197266,1.281738281,-0.183105469,100,1189,296,35.105766,159.84377,65,11890,257
,-0.149169922,0.092041016,-0.97644043,-0.001953125,1.403808594,0.854492188,100,1190,296,34.99239,159.90187,65,11900,257
,-0.15234375,0.098510742,-0.98059082,-0.001831055,1.281738281,1.770019531,100,1191,296,34.87659,159.95308,65,11910,257
,-0.150634766,0.114868164,-0.976928711,-0.001464844,1.220703125,2.075195313,100,1192,296,34.758602,159.99995,65,11920,257
,-0.142211914,0.143188477,-0.973999023,-0.001342773,1.342773438,1.46484375,100,1193,296,34.63933,160.0464,65,11930,257
,-0.141967773,0.154296875,-0.975463867,-0.001220703,1.525878906,0.244140625,100,1194,296,34.521,160.0977,64,11940,257
,-0.139282227,0.160766602,-0.973876953,-0.001098633,1.586914063,-1.098632813,100,1195,296,34.405582,160.15535,64,11950,257
,-0.130737305,0.159423828,-0.973266602,-9.77E-04,1.708984375,-2.197265625,100,1196,296,34.292408,160.22043,65,11960,257
,-0.128051758,0.154663086,-0.971435547,-6.10E-04,2.014160156,-2.990722656,100,1197,296,34.17998,160.29272,65,11970,257
,-0.133789063,0.143188477,-0.973632813,-1.22E-04,1.953125,-2.624511719,100,1198,296,34.0676,160.3696,65,11980,257
,-0.138916016,0.126831055,-0.971557617,4.88E-04,2.014160156,-1.525878906,100,1199,296,33.952385,160.44507,65,11990,257
